height,thickness,width,web
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
5,0.20201333163634652,0.0808053326545386,0.0134675554424231
6,0.24881589632029402,0.09330596112011026,0.015550993520018376
7,0.29948618883502426,0.10570100782412621,0.01761683463735437
8,0.33440060393208587,0.1180237425642656,0.019670623760710933
9,0.39641309636398603,0.12518308306231138,0.020863847177051895
10,0.43984851888772203,0.1319545556663166,0.0219924259443861
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
5,0.20201333163634652,0.0808053326545386,0.0134675554424231
6,0.24881589632029402,0.09330596112011026,0.015550993520018376
7,0.29948618883502426,0.10570100782412621,0.01761683463735437
8,0.33440060393208587,0.1180237425642656,0.019670623760710933
9,0.39641309636398603,0.12518308306231138,0.020863847177051895
10,0.43984851888772203,0.1319545556663166,0.0219924259443861
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
5,0.20201333163634652,0.0808053326545386,0.0134675554424231
6,0.24881589632029402,0.09330596112011026,0.015550993520018376
7,0.29948618883502426,0.10570100782412621,0.01761683463735437
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
6,0.24881589632029402,0.09330596112011026,0.015550993520018376
7,0.29948618883502426,0.10570100782412621,0.01761683463735437
8,0.33440060393208587,0.1180237425642656,0.019670623760710933
9,0.39641309636398603,0.12518308306231138,0.020863847177051895
10,0.43984851888772203,0.1319545556663166,0.0219924259443861
3,0.11511619113706724,0.053130549755569495,0.00885509162592825
4,0.15899575892724033,0.06814103954024585,0.011356839923374308
5,0.19288876720318143,0.08902558486300682,0.014837597477167803
5,0.19288876720318143,0.08902558486300682,0.014837597477167803
5,0.19288876720318143,0.08902558486300682,0.014837597477167803
